Date,Temperature,Pressure,Humidity,Wind Speed,Wind Degree,Clouds,Weather,Weather Description,Weather Icon,Rain,Snow
2023-04-27 04:00:00-07:00,45.55,1022,94,4.0,10,81,Clouds,broken clouds,04n,0.0,0.0
2023-04-27 05:00:00-07:00,44.51,1023,94,1.99,320,84,Clouds,broken clouds,04n,0.0,0.0
2023-04-27 06:00:00-07:00,44.4,1023,93,1.99,69,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-27 07:00:00-07:00,44.6,1024,93,1.01,346,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-27 08:00:00-07:00,48.38,1024,88,4.0,4,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-27 09:00:00-07:00,51.8,1023,84,1.99,322,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-27 10:00:00-07:00,55.22,1023,79,8.01,300,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-27 11:00:00-07:00,58.46,1024,70,5.01,316,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-27 12:00:00-07:00,59.68,1024,68,5.99,327,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-27 13:00:00-07:00,62.02,1024,64,8.01,301,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-27 14:00:00-07:00,63.54,1023,61,8.01,273,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-27 15:00:00-07:00,64.78,1022,59,7.0,216,98,Clouds,overcast clouds,04d,0.0,0.0
2023-04-27 16:00:00-07:00,64.22,1022,56,10.0,230,83,Clouds,broken clouds,04d,0.0,0.0
2023-04-27 17:00:00-07:00,64.9,1021,55,8.01,215,73,Clouds,broken clouds,04d,0.0,0.0
2023-04-27 18:00:00-07:00,63.72,1021,57,5.01,273,59,Clouds,broken clouds,04d,0.0,0.0
2023-04-27 19:00:00-07:00,62.04,1020,63,3.0,294,71,Clouds,broken clouds,04d,0.0,0.0
2023-04-27 20:00:00-07:00,58.08,1020,67,3.0,326,54,Clouds,broken clouds,04d,0.0,0.0
2023-04-27 21:00:00-07:00,54.93,1020,76,8.01,300,45,Clouds,scattered clouds,03n,0.0,0.0
2023-04-27 22:00:00-07:00,53.31,1020,81,8.99,300,39,Clouds,scattered clouds,03n,0.0,0.0
2023-04-27 23:00:00-07:00,52.21,1019,83,5.99,320,43,Clouds,scattered clouds,03n,0.0,0.0
2023-04-28 00:00:00-07:00,51.12,1019,84,3.0,300,91,Clouds,overcast clouds,04n,0.0,0.0
2023-04-28 01:00:00-07:00,49.44,1019,88,3.0,270,89,Clouds,overcast clouds,04n,0.0,0.0
2023-04-28 02:00:00-07:00,49.19,1019,85,1.63,360,92,Clouds,overcast clouds,04n,0.0,0.0
2023-04-28 03:00:00-07:00,48.99,1019,86,8.99,310,90,Clouds,overcast clouds,04n,0.0,0.0
2023-04-28 04:00:00-07:00,48.18,1019,86,4.0,300,76,Clouds,broken clouds,04n,0.0,0.0
2023-04-28 05:00:00-07:00,47.35,1018,85,1.01,125,71,Clouds,broken clouds,04n,0.0,0.0
2023-04-28 06:00:00-07:00,46.9,1018,85,1.01,142,6,Clear,clear sky,01d,0.0,0.0
2023-04-28 07:00:00-07:00,48.27,1018,87,3.0,190,5,Clear,clear sky,01d,0.0,0.0
2023-04-28 08:00:00-07:00,53.47,1018,74,1.01,66,5,Clear,clear sky,01d,0.0,0.0
2023-04-28 09:00:00-07:00,56.91,1018,68,4.0,274,5,Clear,clear sky,01d,0.0,0.0
2023-04-28 10:00:00-07:00,61.54,1018,60,3.0,316,5,Clear,clear sky,01d,0.0,0.0
2023-04-28 11:00:00-07:00,65.52,1017,55,5.01,317,4,Clear,clear sky,01d,0.0,0.0
2023-04-28 12:00:00-07:00,67.5,1016,52,7.0,306,6,Clear,clear sky,01d,0.0,0.0
2023-04-28 13:00:00-07:00,69.22,1015,49,5.99,318,6,Clear,clear sky,01d,0.0,0.0
2023-04-28 14:00:00-07:00,71.13,1015,47,8.01,313,7,Clear,clear sky,01d,0.0,0.0
2023-04-28 15:00:00-07:00,72.82,1014,45,5.99,297,7,Clear,clear sky,01d,0.0,0.0
2023-04-28 16:00:00-07:00,73.47,1013,43,7.0,308,6,Clear,clear sky,01d,0.0,0.0
2023-04-28 17:00:00-07:00,73.45,1012,42,5.99,310,8,Clear,clear sky,01d,0.0,0.0
2023-04-28 18:00:00-07:00,72.72,1011,41,4.0,315,2,Clear,clear sky,01d,0.0,0.0
2023-04-28 19:00:00-07:00,69.1,1011,50,11.99,300,3,Clear,clear sky,01d,0.0,0.0
2023-04-28 20:00:00-07:00,65.34,1010,58,8.99,290,4,Clear,clear sky,01d,0.0,0.0
2023-04-28 21:00:00-07:00,62.26,1010,62,4.07,316,5,Clear,clear sky,01n,0.0,0.0
2023-04-28 22:00:00-07:00,59.85,1010,62,1.01,87,8,Clear,clear sky,01n,0.0,0.0
2023-04-28 23:00:00-07:00,58.91,1011,62,1.01,186,22,Clouds,few clouds,02n,0.0,0.0
2023-04-29 00:00:00-07:00,56.84,1011,67,1.01,30,92,Clouds,overcast clouds,04n,0.0,0.0
2023-04-29 01:00:00-07:00,55.6,1011,67,2.28,63,100,Clouds,overcast clouds,04n,0.0,0.0
2023-04-29 02:00:00-07:00,55.53,1011,66,3.6,69,100,Clouds,overcast clouds,04n,0.0,0.0
2023-04-29 03:00:00-07:00,54.46,1011,67,1.99,60,76,Clouds,broken clouds,04n,0.0,0.0
2023-04-29 04:00:00-07:00,53.37,1012,69,3.0,80,64,Clouds,broken clouds,04n,0.0,0.0
2023-04-29 05:00:00-07:00,53.13,1012,70,4.34,91,73,Clouds,broken clouds,04n,0.0,0.0
2023-04-29 06:00:00-07:00,52.09,1012,73,1.01,126,9,Clear,clear sky,01d,0.0,0.0
2023-04-29 07:00:00-07:00,54.45,1013,70,5.95,93,6,Clear,clear sky,01d,0.0,0.0
2023-04-29 08:00:00-07:00,58.78,1013,63,3.0,308,8,Clear,clear sky,01d,0.0,0.0
2023-04-29 09:00:00-07:00,63.41,1013,55,5.99,90,9,Clear,clear sky,01d,0.0,0.0
2023-04-29 10:00:00-07:00,67.33,1014,50,7.0,104,9,Clear,clear sky,01d,0.0,0.0
2023-04-29 11:00:00-07:00,69.17,1013,47,11.01,120,10,Clear,clear sky,01d,0.0,0.0
2023-04-29 12:00:00-07:00,72.84,1013,44,3.0,63,13,Clouds,few clouds,02d,0.0,0.0
2023-04-29 13:00:00-07:00,75.25,1014,47,10.96,144,13,Clouds,few clouds,02d,0.0,0.0
2023-04-29 14:00:00-07:00,75.11,1014,45,10.18,146,13,Clouds,few clouds,02d,0.0,0.0
2023-04-29 15:00:00-07:00,73.98,1014,45,8.43,136,12,Clouds,few clouds,02d,0.0,0.0
2023-04-29 16:00:00-07:00,74.44,1013,44,7.36,133,19,Clouds,few clouds,02d,0.0,0.0
2023-04-29 17:00:00-07:00,75.45,1012,45,7.67,127,18,Clouds,few clouds,02d,0.0,0.0
2023-04-29 18:00:00-07:00,74.26,1010,45,7.61,126,9,Clear,clear sky,01d,0.0,0.0
2023-04-29 19:00:00-07:00,71.65,1010,49,7.0,122,7,Clear,clear sky,01d,0.0,0.0
2023-04-29 20:00:00-07:00,68.05,1010,57,6.08,121,8,Clear,clear sky,01d,0.0,0.0
2023-04-29 21:00:00-07:00,63.68,1010,64,6.33,101,7,Clear,clear sky,01n,0.0,0.0
2023-04-29 22:00:00-07:00,60.91,1010,68,5.99,110,7,Clear,clear sky,01n,0.0,0.0
2023-04-29 23:00:00-07:00,59.54,1010,70,8.99,100,8,Clear,clear sky,01n,0.0,0.0
2023-04-30 00:00:00-07:00,58.53,1010,71,5.01,90,31,Clouds,scattered clouds,03n,0.0,0.0
2023-04-30 01:00:00-07:00,56.84,1010,75,5.99,100,62,Clouds,broken clouds,04n,0.0,0.0
2023-04-30 02:00:00-07:00,55.51,1009,79,8.99,90,74,Clouds,broken clouds,04n,0.0,0.0
2023-04-30 03:00:00-07:00,53.76,1010,82,5.01,100,80,Clouds,broken clouds,04n,0.0,0.0
2023-04-30 04:00:00-07:00,53.06,1010,83,11.01,100,82,Clouds,broken clouds,04n,0.0,0.0
2023-04-30 05:00:00-07:00,52.74,1010,84,10.0,90,74,Clouds,broken clouds,04n,0.0,0.0
2023-04-30 06:00:00-07:00,52.25,1010,84,11.01,90,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-30 07:00:00-07:00,53.46,1010,81,10.0,100,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-30 08:00:00-07:00,55.15,1011,73,11.99,100,99,Clouds,overcast clouds,04d,0.0,0.0
2023-04-30 09:00:00-07:00,55.63,1011,71,8.99,100,93,Clouds,overcast clouds,04d,0.0,0.0
2023-04-30 10:00:00-07:00,54.84,1011,72,13.8,110,75,Clouds,broken clouds,04d,0.0,0.0
2023-04-30 11:00:00-07:00,55.71,1011,74,5.01,123,97,Clouds,overcast clouds,04d,0.0,0.0
2023-04-30 12:00:00-07:00,55.11,1012,77,10.0,120,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-30 13:00:00-07:00,55.38,1011,79,5.99,103,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-30 14:00:00-07:00,55.78,1012,78,10.0,120,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-30 15:00:00-07:00,55.0,1011,80,8.05,120,75,Rain,light rain,10d,0.54,0.0
2023-04-30 16:00:00-07:00,55.67,1011,80,10.0,120,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-30 17:00:00-07:00,55.72,1011,80,10.36,130,75,Clouds,broken clouds,04d,0.0,0.0
2023-04-30 18:00:00-07:00,55.17,1013,82,5.99,120,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-30 19:00:00-07:00,53.94,1011,83,8.05,130,75,Clouds,broken clouds,04d,0.0,0.0
2023-04-30 20:00:00-07:00,53.8,1010,83,5.99,100,100,Clouds,overcast clouds,04d,0.0,0.0
2023-04-30 21:00:00-07:00,53.46,1013,83,5.99,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-04-30 22:00:00-07:00,53.17,1011,86,5.01,80,100,Clouds,overcast clouds,04n,0.0,0.0
2023-04-30 23:00:00-07:00,52.21,1011,87,5.01,90,98,Clouds,overcast clouds,04n,0.0,0.0
2023-05-01 00:00:00-07:00,51.3,1011,88,1.99,140,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-01 01:00:00-07:00,49.96,1011,90,3.0,90,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-01 02:00:00-07:00,48.85,1013,92,3.0,240,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-01 03:00:00-07:00,49.15,1011,92,3.0,270,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-01 04:00:00-07:00,49.46,1011,92,1.99,290,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-01 05:00:00-07:00,49.96,1010,92,8.01,300,96,Clouds,overcast clouds,04n,0.0,0.0
2023-05-01 06:00:00-07:00,49.57,1012,92,5.99,300,99,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 07:00:00-07:00,50.09,1011,92,11.5,300,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 08:00:00-07:00,51.1,1011,90,15.01,290,95,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 09:00:00-07:00,53.47,1010,86,5.99,191,89,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 10:00:00-07:00,56.07,1010,80,7.0,302,88,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 11:00:00-07:00,56.7,1010,80,7.0,215,90,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 12:00:00-07:00,58.01,1010,77,7.0,232,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 13:00:00-07:00,57.29,1010,77,7.0,310,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 14:00:00-07:00,60.21,1009,71,5.01,306,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 15:00:00-07:00,60.26,1009,71,5.01,309,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 16:00:00-07:00,60.49,1009,69,13.0,300,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 17:00:00-07:00,59.63,1009,72,10.0,300,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 18:00:00-07:00,58.08,1009,78,5.01,310,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 19:00:00-07:00,56.43,1009,86,5.01,290,100,Rain,light rain,10d,0.65,0.0
2023-05-01 20:00:00-07:00,56.07,1009,89,3.0,320,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-01 21:00:00-07:00,54.99,1010,91,4.61,60,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-01 22:00:00-07:00,53.92,1010,93,3.44,120,75,Clouds,broken clouds,04n,0.0,0.0
2023-05-01 23:00:00-07:00,52.63,1009,94,4.0,130,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-02 00:00:00-07:00,50.88,1009,95,3.44,270,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-02 01:00:00-07:00,51.48,1009,95,1.01,130,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-02 02:00:00-07:00,51.15,1010,95,4.0,190,85,Clouds,overcast clouds,04n,0.0,0.0
2023-05-02 03:00:00-07:00,50.65,1009,96,5.75,10,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-02 04:00:00-07:00,50.95,1010,95,1.01,90,77,Clouds,broken clouds,04n,0.0,0.0
2023-05-02 05:00:00-07:00,50.94,1010,95,3.0,160,86,Clouds,overcast clouds,04n,0.0,0.0
2023-05-02 06:00:00-07:00,50.72,1008,95,5.99,320,57,Clouds,broken clouds,04d,0.0,0.0
2023-05-02 07:00:00-07:00,50.58,1008,94,5.99,300,79,Clouds,broken clouds,04d,0.0,0.0
2023-05-02 08:00:00-07:00,51.93,1008,95,10.0,270,86,Clouds,overcast clouds,04d,0.0,0.0
2023-05-02 09:00:00-07:00,54.48,1008,91,13.0,300,89,Clouds,overcast clouds,04d,0.0,0.0
2023-05-02 10:00:00-07:00,58.14,1007,83,16.11,300,75,Clouds,broken clouds,04d,0.0,0.0
2023-05-02 11:00:00-07:00,63.63,1006,74,5.01,336,89,Clouds,overcast clouds,04d,0.0,0.0
2023-05-02 12:00:00-07:00,64.45,1006,70,15.99,300,89,Clouds,overcast clouds,04d,0.0,0.0
2023-05-02 13:00:00-07:00,67.93,1005,63,7.0,316,94,Clouds,overcast clouds,04d,0.0,0.0
2023-05-02 14:00:00-07:00,70.39,1005,59,5.99,303,89,Clouds,overcast clouds,04d,0.0,0.0
2023-05-02 15:00:00-07:00,72.95,1004,54,5.99,226,84,Clouds,broken clouds,04d,0.0,0.0
2023-05-02 16:00:00-07:00,74.32,1003,52,5.99,192,85,Clouds,overcast clouds,04d,0.0,0.0
2023-05-02 17:00:00-07:00,73.54,1003,50,8.01,311,34,Clouds,scattered clouds,03d,0.0,0.0
2023-05-02 18:00:00-07:00,73.74,1003,49,4.0,305,15,Clouds,few clouds,02d,0.0,0.0
2023-05-02 19:00:00-07:00,69.28,1004,57,11.99,310,13,Clouds,few clouds,02d,0.0,0.0
2023-05-02 20:00:00-07:00,62.49,1005,69,8.99,320,12,Clouds,few clouds,02d,0.0,0.0
2023-05-02 21:00:00-07:00,61.02,1005,70,6.08,121,10,Clear,clear sky,01n,0.0,0.0
2023-05-02 22:00:00-07:00,59.97,1006,72,10.0,150,10,Clear,clear sky,01n,0.0,0.0
2023-05-02 23:00:00-07:00,59.77,1007,73,5.99,70,22,Clouds,few clouds,02n,0.0,0.0
2023-05-03 00:00:00-07:00,59.18,1008,74,11.01,80,19,Clouds,few clouds,02n,0.0,0.0
2023-05-03 01:00:00-07:00,58.55,1009,76,13.0,80,38,Clouds,scattered clouds,03n,0.0,0.0
2023-05-03 02:00:00-07:00,58.41,1009,76,11.01,70,33,Clouds,scattered clouds,03n,0.0,0.0
2023-05-03 03:00:00-07:00,58.01,1010,78,11.01,100,33,Clouds,scattered clouds,03n,0.0,0.0
2023-05-03 04:00:00-07:00,57.06,1010,80,11.01,110,46,Clouds,scattered clouds,03n,0.0,0.0
2023-05-03 05:00:00-07:00,56.12,1010,82,18.01,100,63,Clouds,broken clouds,04n,0.0,0.0
2023-05-03 06:00:00-07:00,54.9,1010,85,11.01,100,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 07:00:00-07:00,55.69,1010,83,10.0,100,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 08:00:00-07:00,58.23,1010,80,8.99,110,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 09:00:00-07:00,60.44,1010,76,8.99,100,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 10:00:00-07:00,62.8,1009,73,5.99,130,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 11:00:00-07:00,64.33,1009,72,8.99,220,97,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 12:00:00-07:00,64.31,1009,70,5.01,250,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 13:00:00-07:00,64.74,1008,68,4.0,270,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 14:00:00-07:00,61.25,1008,72,5.99,280,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 15:00:00-07:00,62.24,1007,72,2.84,275,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 16:00:00-07:00,69.75,1006,60,7.0,276,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 17:00:00-07:00,72.52,1004,56,3.78,279,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-03 18:00:00-07:00,71.98,1003,56,4.63,273,48,Clouds,scattered clouds,03d,0.0,0.0
2023-05-03 19:00:00-07:00,68.67,1004,62,10.0,280,26,Clouds,scattered clouds,03d,0.0,0.0
2023-05-03 20:00:00-07:00,64.26,1003,74,8.99,290,17,Clouds,few clouds,02d,0.0,0.0
2023-05-03 21:00:00-07:00,58.62,1004,85,3.0,270,14,Clouds,few clouds,02n,0.0,0.0
2023-05-03 22:00:00-07:00,58.73,1004,82,1.72,127,27,Clouds,scattered clouds,03n,0.0,0.0
2023-05-03 23:00:00-07:00,58.23,1005,84,3.0,220,10,Clear,clear sky,01n,0.0,0.0
2023-05-04 00:00:00-07:00,57.11,1006,84,3.0,160,50,Clouds,scattered clouds,03n,0.0,0.0
2023-05-04 01:00:00-07:00,56.14,1007,85,8.99,90,57,Clouds,broken clouds,04n,0.0,0.0
2023-05-04 02:00:00-07:00,55.74,1007,86,11.99,110,71,Clouds,broken clouds,04n,0.0,0.0
2023-05-04 03:00:00-07:00,55.63,1008,86,13.0,100,79,Clouds,broken clouds,04n,0.0,0.0
2023-05-04 04:00:00-07:00,55.89,1008,86,5.01,101,83,Clouds,broken clouds,04n,0.0,0.0
2023-05-04 05:00:00-07:00,55.63,1008,85,15.99,90,86,Clouds,overcast clouds,04n,0.0,0.0
2023-05-04 06:00:00-07:00,55.42,1007,86,10.0,60,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 07:00:00-07:00,56.44,1007,83,14.97,190,75,Clouds,broken clouds,04d,0.0,0.0
2023-05-04 08:00:00-07:00,57.09,1006,85,11.01,200,96,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 09:00:00-07:00,59.49,1006,81,5.99,213,92,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 10:00:00-07:00,61.05,1006,77,5.99,267,94,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 11:00:00-07:00,62.44,1006,73,8.99,300,95,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 12:00:00-07:00,64.53,1007,71,3.0,290,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 13:00:00-07:00,65.77,1007,67,3.0,290,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 14:00:00-07:00,64.49,1007,70,3.0,290,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 15:00:00-07:00,64.2,1004,73,15.01,210,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 16:00:00-07:00,63.81,1003,71,13.0,180,99,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 17:00:00-07:00,61.47,1004,74,11.99,220,96,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 18:00:00-07:00,58.23,1003,78,11.01,104,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 19:00:00-07:00,57.09,1004,80,18.01,140,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 20:00:00-07:00,56.64,1005,83,18.99,120,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-04 21:00:00-07:00,55.6,1007,86,15.99,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-04 22:00:00-07:00,54.1,1007,88,20.0,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-04 23:00:00-07:00,52.56,1006,91,18.99,100,100,Rain,light rain,10n,0.41,0.0
2023-05-05 00:00:00-07:00,51.39,1008,93,19.57,100,100,Rain,light intensity shower rain,09n,0.13,0.0
2023-05-05 01:00:00-07:00,50.56,1007,94,16.11,120,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-05 02:00:00-07:00,50.41,1007,95,11.5,120,100,Rain,moderate rain,10n,1.63,0.0
2023-05-05 03:00:00-07:00,50.5,1006,94,5.01,47,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-05 04:00:00-07:00,50.0,1007,95,12.66,100,100,Rain,moderate rain,10n,2.71,0.0
2023-05-05 05:00:00-07:00,49.59,1007,95,13.8,110,100,Rain,moderate rain,10n,2.37,0.0
2023-05-05 06:00:00-07:00,49.42,1007,95,17.27,120,100,Rain,moderate rain,10d,2.37,0.0
2023-05-05 07:00:00-07:00,49.17,1008,95,12.66,120,100,Rain,moderate rain,10d,2.37,0.0
2023-05-05 08:00:00-07:00,49.28,1008,95,10.0,120,100,Rain,moderate rain,10d,2.18,0.0
2023-05-05 09:00:00-07:00,49.37,1008,95,11.01,120,100,Rain,light rain,10d,0.4,0.0
2023-05-05 10:00:00-07:00,49.64,1009,95,11.99,120,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-05 11:00:00-07:00,49.78,1009,95,13.0,130,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-05 12:00:00-07:00,50.41,1009,95,11.99,140,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-05 13:00:00-07:00,51.49,1010,94,11.01,140,100,Rain,light rain,10d,0.56,0.0
2023-05-05 14:00:00-07:00,52.43,1010,93,3.0,125,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-05 15:00:00-07:00,52.32,1011,91,5.99,106,100,Rain,light rain,10d,0.71,0.0
2023-05-05 16:00:00-07:00,52.63,1011,91,10.0,130,100,Rain,light rain,10d,0.46,0.0
2023-05-05 17:00:00-07:00,51.6,1011,92,8.99,150,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-05 18:00:00-07:00,51.4,1012,92,10.0,120,100,Rain,light rain,10d,0.48,0.0
2023-05-05 19:00:00-07:00,51.22,1012,93,8.01,130,100,Rain,light rain,10d,1.0,0.0
2023-05-05 20:00:00-07:00,50.43,1012,94,10.0,120,100,Rain,light rain,10d,0.31,0.0
2023-05-05 21:00:00-07:00,50.38,1012,94,10.0,120,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-05 22:00:00-07:00,50.14,1013,94,10.0,120,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-05 23:00:00-07:00,49.91,1012,94,8.01,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-06 00:00:00-07:00,49.98,1012,94,8.01,110,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-06 01:00:00-07:00,49.77,1012,94,8.01,120,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-06 02:00:00-07:00,49.5,1013,94,8.99,120,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-06 03:00:00-07:00,49.46,1013,94,3.0,76,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-06 04:00:00-07:00,49.15,1011,94,8.01,110,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-06 05:00:00-07:00,49.03,1011,94,8.99,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-06 06:00:00-07:00,48.61,1011,95,5.99,110,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 07:00:00-07:00,48.63,1013,94,4.0,106,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 08:00:00-07:00,49.35,1012,94,8.01,130,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 09:00:00-07:00,50.18,1013,93,8.01,110,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 10:00:00-07:00,51.08,1012,90,8.01,130,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 11:00:00-07:00,50.72,1013,89,8.99,120,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 12:00:00-07:00,51.76,1013,87,9.22,120,75,Clouds,broken clouds,04d,0.0,0.0
2023-05-06 13:00:00-07:00,52.05,1013,85,8.99,130,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 14:00:00-07:00,52.54,1013,84,8.99,110,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 15:00:00-07:00,53.06,1013,84,8.99,140,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 16:00:00-07:00,53.56,1014,84,8.01,130,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 17:00:00-07:00,54.07,1014,84,10.0,90,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 18:00:00-07:00,53.98,1014,84,8.99,130,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 19:00:00-07:00,54.37,1014,83,8.01,130,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 20:00:00-07:00,53.44,1014,86,8.01,110,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-06 21:00:00-07:00,51.64,1014,89,8.01,110,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-06 22:00:00-07:00,50.36,1014,91,8.01,100,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-06 23:00:00-07:00,49.87,1014,93,5.01,70,100,Clouds,overcast clouds,04n,0.0,0.0
2023-05-07 00:00:00-07:00,49.51,1014,92,3.0,110,99,Clouds,overcast clouds,04n,0.0,0.0
2023-05-07 01:00:00-07:00,48.9,1014,93,3.0,342,68,Clouds,broken clouds,04n,0.0,0.0
2023-05-07 02:00:00-07:00,47.98,1014,93,1.01,90,57,Clouds,broken clouds,04n,0.0,0.0
2023-05-07 03:00:00-07:00,47.61,1015,94,1.01,66,67,Clouds,broken clouds,04n,0.0,0.0
2023-05-07 04:00:00-07:00,47.52,1015,94,4.0,70,74,Clouds,broken clouds,04n,0.0,0.0
2023-05-07 05:00:00-07:00,47.44,1015,94,4.0,90,78,Clouds,broken clouds,04n,0.0,0.0
2023-05-07 06:00:00-07:00,47.32,1015,94,4.0,70,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-07 07:00:00-07:00,48.07,1015,94,4.0,100,100,Clouds,overcast clouds,04d,0.0,0.0
2023-05-07 08:00:00-07:00,49.77,1016,94,4.0,100,99,Clouds,overcast clouds,04d,0.0,0.0
2023-05-07 09:00:00-07:00,50.7,1016,90,5.99,100,99,Clouds,overcast clouds,04d,0.0,0.0
2023-05-07 10:00:00-07:00,53.08,1016,86,5.99,130,99,Clouds,overcast clouds,04d,0.0,0.0
2023-05-07 11:00:00-07:00,54.64,1016,80,3.0,117,100,Clouds,overcast clouds,04d,0.0,0.0
